introdução à estatística bayesiana	revisão de probabilidade e teorema de bayes. inferência bayesiana: caso discreto. inferência bayesiana para proporções. inferência bayesiana: caso contínuo. inferência bayesiana para a diferença entre duas médias. regressão linear bayesiana. inferência bayesiana para o desvio padrão. métodos bayesianos robustos.
introdução à filosofia da mente	perspectivas históricas; problema mente-corpo; fenomenologia, experiência, consciência, e identidade; linguagem, pensamento e representação; teoria da mente; cognição e computação; estrutura da mente; intencionalidade e livre-arbítrio.
introdução à física de partículas elementares	revisao historica. quarks e leptons. simetrias e as leis de conservacao. estrutura de hadrons. mecanica quantica relativistica. modelo a partons. nocoes de teorias de gauge: eletrodinamica quantica (qed), cromodinâmica quântica (qcd) e o modelo padrão das interações eletrofraca e forte. regras de feynman e noções de cálculos de seção de choque e largura de decaimento. métodos experimentais: aceleradores e detectores. raios cósmicos.
introdução à física estelar	estrutura estelar: equações de estrutura, equações de estado da matéria estelar, modelos politrópicos. teoria da evolução estelar: equações de evolução, transporte de energia por radiação, condução e convecção, principais ciclos de queima nuclear, emissão de neutrinos, atmosferas estelares. estrelas: diagrama hr, formação das protoestrelas, contração pre-sequência-principal, evolução na sequência principal, evolução após a sequência-principal, queima de hélio, estrutura de camadas das fases posteriores, ciclos nucleares e estabilidade das camadas, fases finais e colapso gravitacional, explosões de supernovas, formação de anãs brancas, estrelas de nêutrons e buracos negros. estrelas anãs brancas. o limite de chandrasekhar. acresção em anãs brancas e supernovas tipo i: processos físicos nas explosões, curvas de luz e aplicações na cosmologia. estrelas de nêutrons: características observadas, composição interna, pulsares (modelo do dipolo magnético e alternativas). buracos negros: acreção sobre buracos negros. observações indiretas de buracos negros. gamma ray bursts (grbs): observações e modelos teóricos dos progenitores.
introdução à física médica	definição de física médica. breve história da física médica. estrutura atômica e nuclear. conceito de radiação e características físicas das radiações ionizantes. decaimento radioativo (alfa, beta, gama), radioatividade, equilíbrio secular e transitório. produção de raios-x e características físicas dos equipamentos geradores de radiações ionizantes: raios-x convencional e portátil, fluoroscopia, mamografia, tomografia axial computadorizada. breve descrição dos testes de controle de qualidade dos equipamentos. interação das partículas carregadas com a matéria (alfa, beta, prótons). interação dos fótons com a matéria (absorção fotoelétrica, espalhamento rayleigh, espalhamento compton, produção de pares). grandezas físicas associadas à interação da radiação ionizante com a matéria: fluência e fluxo de partículas, fluência e fluxo de energia, exposição, kerma, dose absorvida. métodos de dosimetria das radiações ionizantes: calorimetria, filme radiográfico, dosimetria fricke, dosimetria por termoluminescência, dosimetria por ressonância paramagnética eletrônica, dosimetria por luminescência, câmara de ionização. interação dos raios-x com o corpo humano. princípios físicos da formação da imagem radiográfica. sistemas tela-filmes. sensitometria e processamento de filmes radiográficos. parâmetros físicos da imagem radiográfica. qualidade da imagem. física da imagem em mamografia. intensificadores de imagens e sistemas de vídeo em fluoroscopia. princípios de imagens tomográficas e algoritmos de reconstrução de imagens. conceitos físicos da medicina nuclear. conceitos físicos da radioterapia.
introdução à física médica	radiologia: física das radiações, proteção radiológica, dosimetria, efeitos biológicos, radioterapia, radiobiologia; medicina nuclear: princípios de funcionamento; principais técnicas de diagnóstico - cintilografia, pet-ct, spect; efeitos nos tecidos biológicos; ressonância magnética nuclear: princípios de funcionamento; propriedades; efeitos nos tecidos biológicos; aplicações em ciências da vida; ultrassonografia: princípios de funcionamento; propriedades; efeitos nos tecidos biológicos; aplicações em ciências da vida.
introdução à física nuclear	1) introdução: descoberta do núcleo 2) forças nucleares e partículas elementares; 3) propriedades nucleares: raio, densidade de carga e fator de forma; 4) energia de ligação e fórmula semi-empírica; 5) modelos nucleares: da gota líquida, do gás de fermi, de camadas e coletivo; 6) estados excitados; 7) lei dos decaimentos radioativos; 8) teorias dos decaimentos alfa, beta, gama e outros processos; 9) reações nucleares e ressonâncias; 10) interações da radiação com a matéria; 11) fissão nuclear, reação em cadeia, física de reatores; 12) fusão nuclear e nucleossíntese estelar; 13) detectores; 14) radioproteção e efeitos biológicos das radiações.
introdução à inferência estatística	intervalos de confiança: média; desvio-padrão; proporção; mediana. testes de hipótese: fundamentos do teste de hipótese; testes sobre uma amostra: médias, proporções e variâncias; inferências com base em duas amostras: inferências sobre duas amostras: amostras dependentes; inferências sobre duas amostras: amostras independentes; comparação de duas variâncias; inferências sobre duas proporções; correlação e regressão: correlação; testes de hipótese para a correlação; regressão pelo método de mínimo quadrados; intervalos de variação e predição; regressão múltipla. experimentos multinomiais e tabelas de contigência: testes de aderência; testes de independência; testes de homogeneidade. anova: anova de um critério; anova de dois critérios; introdução a anova com medidas repetidas. estatística não paramétrica: testes de normalidade; teste dos sinais; teste de wilcoxon; teste de mann-whitney; teste de kruskal-wallis; correlação de spearman.
introdução à lógica	contextualização histórica: enumeração dos principais aspectos do desenvolvimento da lógica de aristóteles aos dias atuais. george boole e a sistematização da lógica. escopo da lógica contemporânea: cálculo sentencial, cálculo de ordem superior, teoria de conjuntos, teoria dos modelos, teoria da recursão, teoria da prova. classificação: lógicas ortodoxas e lógicas heterodoxas. a lógica fuzzy e suas aplicações. conceituação: raciocínio dedutivo e raciocínio indutivo. os princípios básicos da lógica clássica: lei da não-contradição, lei da identidade e lei do terceiro excluído. as noções de verdade e falsidade. cálculo: tabelas de verdade e as noções de tautologia, contradição e contingência. o cálculo sentencial clássico. regras de formação e de transformação. argumentos válidos e argumentos inválidos. prova indireta. a regra de redução ao absurdo. a regra de reiteração. as leis de de morgan. formulação de hipóteses no raciocínio dedutivo. teorema da dedução. o cálculo de primeira ordem sem e com igualdade. lógica booleana e desenho de circuitos.
introdução à modelagem e processos estocásticos	cadeias de markov. processos de ramificação. passeios aleatórios. processo de poisson. cadeias de markov em tempo contínuo. fila m/m/1. teoria da renovação. movimento browniano.
introdução à neurociência	neuroanatomia celular. neurofisiologia celular. transmissão sináptica. anatomia do cérebro. visão. audição. sensação somática. controle químico do cérebro. sistema motor. motivação. emoção. doenças mentais. o sono. o desenvolvimento do cérebro. linguagem. aprendizado e memória.
introdução à neurociência computacional	equação de membrana. teoria de cabo linear. interações sinápticas em árvores dendríticas passivas. o modelo de hodgkin-huxley. correntes dependentes de cálcio e potássio. plasticidade sináptica. modelos simplificados de neurônios individuais. modelos de memória associativa e auto-associativa. aprendizado não-supervisionado. redes competitivas e categorização. mapas auto-organizáveis.
introdução à probabilidade e à estatística	princípios básicos de análise combinatória. definição de probabilidade. probabilidade condicional e independência. variáveis aleatórias. funções distribuição de probabilidades discretas e contínuas. principais distribuições: de bernoulli, binomial, de poisson, geométrica, uniforme, exponencial, normal. variáveis aleatórias independentes. valor médio e variâncias. estatística descritiva: estimadores de posição e dispersão. lei fraca dos grandes números. teorema central do limite.
introdução à programação de jogos	história dos videogames; gêneros de jogos; revisão dos conceitos básicos de computação gráfica (transformações geométricas, buffers, malhas, texturas, shaders); game design: enredo, narrativa, storyboards; fundamentos de programação em jogos; metodologias de programação em jogos linguagens compiladas, interpretadas e scripts; engines de jogos; arquitetura de jogos; física de jogos; conceitos matemáticos, detecção de colisão e resolução; física em tempo real; áudio em jogos; inteligência artificial nos jogos; animação de personagens.
introdução à prospecção tecnológica	parte 1: fundamentação teórica i) princípios básicos e conceitos. parte 2: o papel da prospecção para o pensamento estratégico e a formulação de políticas i) a prospecção na formulação da política de ciência, tecnologia e inovação de longo prazo. parte 3: o processo de prospecção tecnológica. i) objetivos; ii) patrocinadores; iii) escolhendo os métodos iv) implementação; v) resultados; vi) avaliação.
introdução à psicolinguística e neurociência da linguagem	principais componentes e natureza da função de linguagem sob uma perspectiva interdisciplinar: evidências das neurociências (neuroimagem, evidências experimentais e clínicas), psicologia cognitiva (psicolinguística) e da modelagem computacional; estrutura e processamento de linguagem em diferentes níveis (fonético-fonológico, morfológico, sintático, semântico, pragmático); desenvolvimento da linguagem e seus distúrbios; linguagem escrita (origens, modelos de reconhecimento de palavras, compreensão de textos, modelos de processamento da escrita, transtornos do desenvolvimento da leitura e da escrita, dislexias e agrafias adquiridas); aquisição de segunda língua/multilinguismo; relação entre linguagem e pensamento; relação entre linguagem e outras funções cognitivas; comunicação animal e evolução filogenética da linguagem.
introdução à robótica	esta disciplina tem o objetivo de prover uma visão geral da robótica, abrangendo a transformação de coordenadas, os mecanismos, a cinemática, a dinâmica, e os atuadores, motores e sensores empregados na movimentação do robô.
introdução a troca de calor, massa e movimentação de fluidos	sistema de unidades. introdução a mecânicas dos fluidos. equação de bernoulli. tipos de bombas. transferência de calor: condução, convecção, radiação térmica. trocadores de calor. transferência de massa: fluxos mássicos, perfis de concentração, velocidades. lei de fick. sistemas particulados. dinâmica da partícula sólida. escoamento em meios porosos rígidos.
introdução ao direito administrativo	princípios do direito público. atos administrativos. serviços públicos (administração direita e indireta, agências reguladoras, convênios e consórcios, parcerias público-privadas etc.). licitação. servidor público. improbidade administrativa.
introdução ao direito constitucional	constitucionalismo, classificação das constituições e sistemas constitucionais. eficácia e aplicabilidade das normas constitucionais. as constituições brasileiras. as competências constitucionais dos poderes legislativo, executivo e judiciário e a relação entre os poderes. federalismo e relação jurídica entre entes federados. o controle da constitucionalidade das leis no brasil.
introdução ao estudo do direito	origem e conceituação do direito. fontes do direito. sujeitos do direito. sistemas jurídicos e disciplinas jurídicas. relação do direito com a ética, a política e a economia. o papel do direito no estado e o papel do direito na comunidade internacional. constituição: conceito e formação. as constituições e as relações internacionais. nacionalidade, cidadania e estatuto do estrangeiro. descrição dos principais sistemas jurídicos e a sua relação com o sistema internacional (anglo-saxão, romano-germânico, muçulmano, africanos e orientais).
introdução ao processamento de sinais de voz, áudio e acústicos	fundamentos de sinais de voz e áudio; elementos de acústica; predição linear; fundamentos de áudio digital; gravação e reprodução de áudio digital; noções de psicoacústica; noções de codificação de voz e de áudio; a voz humana falada e cantada; noções de acústica musical.
introdução aos processos de fabricação	introdução a materiais e a dimensionamento; processamento de materiais; processos de fundição, processos de sinterização, processos de conformação plástica, construção de moldes e matrizes; processos de usinagem, controle numérico e centros de usinagem; tratamento térmico e de superfícies; novos materiais e processos; manufatura de placas de circuito impresso (usinagem química, eletroquímica, eletro-erosão); planejamento das necessidades de materiais (mrp); planejamento e controle da produção (pcp); estratégias de produção; dinâmica e flexibilidade de processos de manufatura; efeitos ambientais das atividades de manufatura.
introdução aos processos de fabricação metal - mecânico	introdução aos processos utilizados na indústria metal-mecânica; estrutura-propriedade-processamento-desempenho; classificação dos processos de fabricação primários (fundição, lingotamento e sinterização), conformação (laminação, extrusão forjamento, estampagem e trefilação), usinagem (torneamento, fresamento, serramento, furação, retificação), tratamento dos materiais metálicos (tratamento térmico, anodização e endurecimento superficial), união (física e mecânica); características dos processos de fabricação (geometria, tolerância dimensional, produção, aspectos humanos e ambientais; variáveis dos processos de conformação de metais.
introdução aos processos pontuais	processos pontuais finitos. processos pontuais em r^d: definição. processos marcados, caracterização de processos: eventos vazios (void events), funcionais geradores. processos de poisson: definição, construção de processo estacionário, construção por projeção, teorema de slivnyakmecke, superposição e emagrecimento, deslocamento aleatório. processos de cox: definição, propriedades e exemplos. processos de nascimento e morte com interação.
introdução aos sistemas dinâmicos	difeomorfismos e fluxos: introdução, difeomorfismos do círculo, fluxos e equações diferenciais, conjuntos invariantes, conjugação e equivalência, aplicação de poincaré e suspensão, fluxos hamiltonianos e aplicação de poincaré; estudo local de fluxos e difeomorfismos: difeomorfismos e fluxos lineares hiperbólicos, pontos fixos hiperbólicos não-lineares (teorema de hartman-grobman), formas normais para campos e difeomorfismos, teorema da variedade centro, técnicas de blowing-up em r2; estabilidade estrutural e pontos hom.
introdução aos sistemas elétricos de potência	circuitos trifásicos: sistemas trifásicos simétricos e equilibrados com cargas equilibradas; sistemas trifásicos com indutâncias mútuas; sistemas trifásicos simétricos ou assimétricos com cargas desequilibradas; potência em sistemas trifásicos; representação de redes trifásicas por diagrama unifilar; valores percentuais e por unidade; representação de máquinas elétricas em valores por unidade; mudanças de base; representação de transformadores fora da relação nominal; aplicação de valores por unidade em circuitos trifásicos; vantagens e aplicações dos valores por unidade; componentes simétricas; teorema fundamental; aplicação a sistemas trifásicos.
introdução às curvas algébricas	curvas afins: definição, conjuntos algébricos, teorema da base de hilbert, conjuntos irredutíveis, nullstellensatz, mudanças de coordenadas, interseção de curvas, resultantes, multiplicidades, pontos múltiplos. curvas projetivas: o plano projetivo, curvas projetivas, intersecção de curvas projetivas. teorema de bézout. fórmulas de plücker, cúbicas não singulares e a lei de grupo.
introdução às engenharias	fornecer uma introdução às engenharias com ênfase nas engenharias oferecidas pela ufabc: suas interconexões com a evolução da sociedade. serão abordados temas que exibem a atuação profissional dos engenheiros com o enfoque no desenvolvimento do indivíduo e da sociedade. abordar as responsabilidades éticas e técnicas de engenheiros na prática profissional.  abordar a engenharia como um esforço individual e coletivo inter e multidisciplinar. discutir alguns desafios tecnológicos e científicos em estudos de casos.
introdução às equações diferenciais ordinárias	introdução às equações diferenciais: terminologia e alguns modelos matemáticos. equações diferenciais de primeira ordem: separação de variáveis. equações exatas. substituições em equações de 1ª ordem. equações lineares. equações autônomas e análise qualitativa. teorema de existência unicidade: enunciado e consequências. aplicações equações diferenciais lineares de ordem superior: equações lineares homogêneas com coeficientes constantes. método dos coeficientes indeterminados e de variação de parâmetros. aplicação de equações diferenciais de segunda ordem: modelos mecânicos e elétricos. resolução de sistemas de duas equações pela conversão a uma edo de ordem superior.
introdução às humanidades e ciências sociais	especificidades da epistemologia e da metodologia nas humanidades e ciências sociais. o processo de investigação científica. construção de objeto e método nas ciências sociais. objetividade nas ciências sociais. a possibilidade de explicação das ações humanas e a solução dos problemas da indução. método científico e análise social. teorias e correntes explicativas nas ciências sociais.
introdução às políticas públicas	o que é política pública; formulação, implementação e avaliação de políticas públicas; teorias das políticas públicas; incrementalismo x reformas; atores e interesses políticos, sociais e econômicos envolvidos nas políticas públicas; o papel da burocracia e da administração.
introdução às vibrações não lineares	introdução às técnicas de perturbação. sistemas conservativos com um grau de liberdade. sistemas não conservativos com um grau de liberdade. oscilação forçada de sistemas com um grau de liberdade. sistemas parametricamente excitados. sistemas com graus de liberdade finitos. sistemas contínuos: vigas, placas e cascas.
jogos digitais: aspectos técnicos e aplicações	estrutura sistêmica de jogos, arte & design, plataformas de desenvolvimento, projeto de jogos, aplicações.
laboratório de bioinformática	por em prática todo conhecimento adquirido de biologia e informática, na elaboração e execução de projetos para análise de dados biológicos.  práticas em aplicativos para análise de genomas¿ práticas em aplicativos para análise de proteomas.
laboratório de calor e fluidos	medidas de pressão, velocidade e vazão. perda de carga distribuída e localizada; condução em regime transiente; condução em regime permanente: radial, axial e aleta; convecção.
laboratório de engenharia de software	revisão dos conceitos fundamentais de engenharia de software. metodologias de desenvolvimento de software. padrões de software. metodologias para desenvolvimento de sistemas orientados a objetos. desenvolvimento ágil. estudo de casos reais utilizando as metodologias de desenvolvimento. projetos a serem desenvolvidos utilizando as metodologias (ferramentas/ambientes serão utilizados na prática de tais estudos). análise comparativa entre metodologias de desenvolvimento.
laboratório de física i	tratamento de dados experimentais. análise de erros. experimentos e conceitos envolvendo a metodologia da física experimental aplicados: as leis de newton. as leis de conservação de energia e momento. dinâmica de corpos rígidos. calorimetria. lei dos gases ideais.
laboratório de física ii	tratamento de dados experimentais. análise de erros. experimentos e conceitos envolvendo a metodologia da física experimental aplicados: carga elétrica, força elétrica, demonstração experimental da lei de coulomb, capacitor de placas paralelas, campo elétrico, constante dielétrica de materiais, campo magnético, determinação do campo magnético da terra, dipolos magnéticos, indução magnética, lei de biot-savart, lei de ampere, campo magnético de correntes, efeito hall clássico, efeito hall em metais, resistencia hall, ferromagnetismo, histerese ferromagnética, domínios magnéticos.
laboratório de física iii	tratamento de dados experimentais. análise de erros. experimentos e conceitos envolvendo a metodologia da física experimental aplicados: medida da razao e/m do elétron; medida da carga elétrica do elétron, experimento de millikan; ressonância eletrônica de spin; efeito fotoelétrico; espectroscopia atômica e interferometria de michelson.
laboratório de física médica	detectores de radiação. filmes radiológicos. tamanho do campo de radiação. medidas daquilovoltagem, colimação e alinhamento de r-x hospitalar e odontológico. medidas decamada semi-redutora (hvl). princípios de funcionamento e uso de equipamentosaplicados em medicina e odontologia. experimentos empregando-se os princípios da ultrassonografia e radioisótopos.
laboratório de física médica	detectores de radiação usados na física médica. conceitos de espectrometria gama. características das fontes radioativas emissoras de raios-γ: energia principal, meia-vida, atividade. componentes de um espectrômetro de raios-γ: detector de nai(tl) acoplado ao tubo fotomultiplicador, pré-amplificador, amplificador, conversor analógico-digital, analisador de altura dos pulsos (monocanal e multicanal). parâmetros de desempenho de um sistema de espectrometria de raios-γ: resolução em energia, tempo morto, eficiência de detecção. características dos espectros de raios-γ: identificação do fotopico, borda compton, pico de retroespalhamento e pico de produção de pares. calibração por energias e calibração por eficiência do espectrômetro. identificação de uma fonte radioativa desconhecida e determinação da atividade. estatística de contagem. lei do inverso ao quadrado da distância. atenuação da radiação gama por filtros de al e pb. testes de controle de qualidade nos equipamentos de radiodiagnóstico: convencional, mamográfico, fluoroscópico, tomográfico. medição da kilovoltagem (de forma invasiva e não invasiva), tempo de exposição, corrente do tubo de raios-x. medida do tamanho do ponto focal. congruência do feixe de luz com o feixe de raios-x. medida da camada semiredutora (hvl). resolução espacial de alto e baixo contraste.
laboratório de guiagem, navegação e controle	determinação e controle de órbita e atitude de v/e. sensores e atuadoresutilizados. modelagens relacionadas. simulações.
laboratório de instrumentação nuclear e radioproteção	interação da radiação gama com a matéria, interação das partículas carregadas com a materia, interação dos neutrons com a matéria;  detecção de radiação: fótons, partículas carregadas e nêutrons; estatística de contagem dos detectores; principais tipos de detectores de fótons; princípios de detectores de cintilação, fotomultiplicadora e fotodiodos; espectroscopia gama com cintiladores, detectores semicondutores; detectores de radiação gama de germânio; detectores de estado sólido especiais; principais detectores de partículas carregadas; detecção de nêutrons, espectroscopia de nêutrons rápidos; eletrônica de contagem: funções pulso lógico e linear e análise de pulsos multicanal; efeitos biológicos da radiação, escala de tempo dos efeitos da radiação ionizante; radiólise da água, efeitos em macromoléculas biológicas, efeitos células, síndromes da radiação; grandezas e unidades de radioproteção; princípios básicos de radioproteção; normas, regulamentos e radioproteção aplicada.
laboratório de máquinas térmicas e hidráulicas	refrigeração; medida de eficiência de ciclo a vapor, sistema de ar comprimido e caldeira; turbina a vapor e turbina hidráulica; trocador de calor: feixe e casco tubo; motor de combustão interna; câmara de combustão: eficiência de combustão. refrigeração; medida de eficiência de ciclo a vapor, sistema de ar comprimido e caldeira; turbina a vapor e turbina hidráulica; trocador de calor: feixe e casco tubo; motor de combustão interna; câmara de combustão: eficiência de combustão.
laboratório de propriedades físicas de materiais	estruturas cristalina, eletrônica e magnética. caracterização experimental das propriedades térmicas, magnéticas e de transporte elétrico/térmico como função da temperatura, campo magnético e pressão em diversos materiais de interesse científico e tecnológico. transições de fase e fenômenos críticos. propriedades estruturais: difração de raios-x e métodos de refinamento, absorção e espalhamento.
laboratório de redes	avaliar os aspectos pertinentes à interconexão de redes de computadores usando o tcp/ip; realizar um projeto conjunto de interconexão de redes usando o tcp/ip; praticar formas distintas de endereçamento e roteamento ip; segurança de redes tcp/ip
laboratório de sistemas operacionais	conceituação; evolução histórica; estruturação de sistemas operacionais; a função do gerenciamento; gerenciamento de processos, memória, serviços, dispositivos, dados: desempenho e arquivos; características de um sistema operacional; tópicos de sistemas operacionais
lasers e óptica moderna	revisão da teoria eletromagnética (equações de maxwell); equação de onda; formalismo de traçado de raios; cavidades ópticas; soluções da equação de onda em cavidades ópticas estáveis: modo tem 0,0 e modos tem . interação da radiação com a matéria: emissão de corpo negro e os coeficientes de einstein; emissão estimulada e ganho; oscilação laser; tipos de laser; princípios de holografia; princípios de óptica não-linear; princípios de espectroscopia laser; princípios de manipulação do movimento de átomos com fótons.
legislação relacionada à saúde	classe dos produtos médicos; ciclo de vida de produto: aspectos de segurança, eficácia, descarte do produto; gerenciamento de risco de produtos da saúde; medidas de controle de risco: aspectos tecnológicos e de saúde da série de normas iec 60601; tópicos da avaliação do projeto de equipamento médico no brasil ¿ estudo de caso: segurança contra choque elétrico, riscos mecânicos, desempenho essencial;  aspectos básicos de controle de processo de fabricação ¿ as boas práticas de fabricação.
libras	surdez – concepção médica e concepção social; história da comunicação do surdo – oralismo, comunicação total e bilinguismo; modalidade de língua oral e de língua de sinais; libras – introdução ao idioma e noções básicas; a escrita do surdo; o papel do interprete de libras na educação do surdo.
ligações químicas	modelo de repulsão do par de elétrons do nível de valência - vsepr, teoria de ligação de valência, orbitais híbridos. teoria dos orbitais moleculares. ácidos e bases. simetria molecular. teoria de bandas.
linguagens formais e autômata	conceitos básicos. linguagens regulares: autômatos determinísticos e não-determinísticos, expressões regulares. linguagens livres de contexto: gramática, autômatos a pilha. linguagens recursivamente enumeráveis: máquinas de turing determinísticas e não-determinísticas. indecidibilidade: o problema da parada. complexidade: definição das classes p e np.
livros didáticos no ensino de química	análise dos documentos curriculares oficiais, com vistas a discutir seus referenciais pedagógicos. reflexão sobre o papel do livro didático no ensino de química e análise da dinâmica de sua utilização em sala de aula. análise e seleção de textos, atividades e outros materiais utilizados no ensino de química. produção de material didático: elaboração por parte do aluno de uma proposta que considere as reflexões vivenciadas.
lógica básica	cálculo sentencial (ou proposicional) clássico: noções de linguagem, conectivos, dedução e teorema, semântica de valorações. cálculo clássico de predicados de primeira ordem: os conceitos de linguagem de primeira ordem, igualdade, teorema da dedução, conseqüência sintática. semântica: noções de interpretação, verdade em uma estrutura, modelo. o conceito formal de teoria, fecho dedutivo. exposição informal de temas, e.g., acerca da consistência de teorias, completude de teorias.
lógica e os fundamentos da matemática	a teoria de georg cantor do final do século xix e os infinitos; a versão formalizada da teoria ingênua dos conjuntos de g. frege e o paradoxo introduzido por bertrand russell; a expressabilidade dos objetos matemáticos (números, relações,funções, etc) em termos de conjuntos. a teoria ingênua dos conjuntos como uma apresentação informal da teoria axiomática dos conjuntos de zermelo-fraenkel.
lógica em sistemas de gestão	lógicas clássicas e lógicas heterodoxas: princípios gerais; classificação das lógicas e suas aplicações em engenharia de gestão; lógica boolena; teoria de conjuntos clássica e fuzzy: propriedades e relações. lógica fuzzy: mecanismos de inferência e métodos de classificação  booleanos e fuzzy e suas principais aplicações em engenharia de gestão e produção; métodos de fuzzificação, implicação, agregação de conjuntos e de fuzzificação; caracterização de modelos aplicáveis a engenharia de gestão e de produção e cálculo de outputs; comparação de desempenho de modelos booleanos e fuzzy com relação ao índice de acerto e ao tempo de execução de sistemas para engenharia de gestão e produção.
lógica programável	dispositivos lógicos programáveis; linguagem vhdl; estilos de descrição em vhdl; elementos sintáticos do vhdl; redes combinacionais em vhdl; redes seqüenciais em vhdl; síntese de circuitos digitais utilizando uma ferramenta cae; projetos em vhdl.
lógicas não clássicas	caracterização da lógica clássica e das lógicas não-clássicas. lógicas não-monotônicas. lógica fuzzy. lógicas modais.
logística e meio ambiente	a disciplina tem por objetivo apresentar e discutir conceitos, métodos e técnicas aplicadas a concepção, planejamento e gestão de serviços logísticos sustentáveis. o programa da disciplina aborda tópicos sobre: sustentabilidade; economia espacial e meio ambiente, cadeia de suprimentos; fluxos logísticos; o conceito de custo total; opções modais e integração modal; otimização de redes logísticas (locação de instalações e racionalização de redes de distribuição); ciclo de vida; logística reversa; logística internacional e barreiras não alfandegárias; lei nº 12.305/10 (política nacional de resíduos sólidos); impactos ambientais de operações logísticas; avaliação econômica e ambiental de projetos logísticos; licenciamento; operações logísticas com cargas perigosas.
macroeconomia i	principais agregados macroeconômicos. identidades básicas de contas nacionais. o mercado monetário e o mercado de bens. o modelo is/lm para uma economia fechada: equilíbrio no mercado de bens e no mercado de moeda no curto prazo. a equivalência entre o equilíbrio no mercado de bens e a igualdade entre poupança e investimento. equilíbrio no mercado de trabalho e taxa natural de desemprego. o mecanismo de ajustamento de preços e a convergência da taxa de desemprego para a taxa natural de desemprego no médio prazo. o modelo de oferta agregada e demanda agregada (as/ad): produção e preços no médio prazo. modelos is/lm e as/ad: efeitos de políticas fiscais e monetárias sobre a produção e preços no curto e no médio prazo. curva de phillips: versão original e aceleracionista. inflação, atividade econômica e expansão monetária.
macroeconomia ii	preços e rendimentos dos títulos. teorias de consumo: teoria da renda permanente e teoria do ciclo de vida. teorias de investimento: teoria clássica do investimento e q de tobin. o modelo is-lm expandido com expectativas. o modelo de mundell-fleming: a adaptação do modelo is-lm para o caso de uma economia aberta. patologias: inflação alta, armadilha da liquidez e depressões.formulação da política monetária e da política fiscal.
macroeconomia iii	os fatos estilizados de crescimento econômico. a matemática dos modelos de crescimento em tempo contínuo. o modelo de solow na versão simples. o modelo de solow com progresso técnico. regra de ouro. o modelo de crescimento de ramsey-cass-koopmans. modelos ak de crescimento endógeno: modelos com capital humano e modelos de crescimento econômico através de learning by doing. o modelo de crescimento endógeno de romer, de uma economia com dois setores. o modelo de lucas de capital humano.
manufatura integrada por computador	tecnologias de produção: células de manufatura, sistemas flexíveis de manufatura, linhas de transferência, sistemas de manipulação e robôs; relacionamento entre produto, processo e tecnologias de produção; sistemas integrados de manufatura; manufatura integrada por computadores: cad, capp, cam e caq; engenharia simultânea; escalonamento de produção.
máquinas de fluxo	definições básicas; transformação de energia e triângulo de velocidades; modelo reduzido e coeficientes adimensionais; cavitação. escoamento compressível; máquinas hidráulicas geradoras; turbinas a vapor; turbinas a gás; máquinas hidráulicas movidas; ventiladores e compressores; transmissões.
máquinas elétricas	introdução aos princípios de máquinas elétricas de corrente contínua e de corrente alternada; máquinas de corrente contínua; máquinas síncronas; motores de indução.
máquinas térmicas	fundamentos de termodinâmica e aerodinâmica; estudo de turbinas térmicas e compressores: classificação, componentes, equipamentos auxiliares, operação, análise de eficiência, critérios de seleção e curvas características. especificação básica e projeto preliminar.
matemática discreta	teoria intuitiva dos conjuntos. operações com conjuntos. álgebra de conjuntos. relações. relações de equivalência. relações de ordem. funções. coleções de conjuntos. conjuntos numéricos. cardinalidade. técnicas de demonstração: prova direta. prova por contradição. indução finita. introdução à análise combinatória. princípio multiplicativo. princípio aditivo. permutação, arranjo, combinação. princípio de inclusão e exclusão. o princípio da casa dos pombos. funções geradoras. partição de um inteiro. relações de recorrência.
materiais cerâmicos	histórico da obtenção e utilização de materiais cerâmicos. matérias primas cerâmicas. a ligação iônica e covalente e sua importância em materiais cerâmicos. microestrutura de materiais cerâmicos. principais tipos de estruturas e defeitos cristalinos encontradas em cerâmicas. estrutura de silicatos. interpretação de diagramas de fases binários e ternários. estrutura e crescimento de grãos em materiais cerâmicos. reações no estado sólido. processos de conformação de materiais cerâmicos. secagem, sinterização e acabamento. tecnologia de vidros. propriedades típicas de materiais cerâmicos. aplicações de materiais cerâmicos.
materiais compósitos	tipos e classificação (materiais para matriz e fase dispersa), compósitos de matriz metálica, matriz polimérica e matriz cerâmica. fases dispersas: fibras e partículas. interfaces: matriz/fase dispersa micromecânica. defeitos e falhas. aperfeiçoamento das propriedades, propriedades sob medida. comparação com componentes originais.  processamento de compósitos. aplicações de compósitos.
materiais compósitos e aplicações estruturais	conceitos básicos: materiais, processos; comportamento elástico da lâmina compósita ¿ macro mecânica; resistência da lâmina unidirecional ¿ macro mecânica; comportamento elástico de lâminas multidirecionais; tensão e falha de lâminas multidirecionais; métodos experimentais para caracterização e teste de matérias compósitos.
materiais e suas propriedades	tipos de materiais: metálicos, polímeros, cerâmicos, biomateriais e novos materiais. materiais ferrosos. propriedade de materiais: físicas, físicoquímicas, mecânicas, térmicas, óticas e biológicas. equações constitutivas. caracterização de materiais: técnicas de ensaio mecânico e opto-eletrônico. dano e envelhecimento. fadiga, fluência e corrosão.
